unit_id,work,tradition,section,sub_id,sent_idx,text,n_words
1929,"Essays, First Series",West,Compensation,,24.140,He is made as helpless as a king of England.,10
1930,"Essays, First Series",West,Compensation,,24.141,"Prometheus knows one secret which Jove must bargain for; Minerva, another.",11
1931,"Essays, First Series",West,Compensation,,24.142,He cannot get his own thunders; Minerva keeps the key of them:—,12
1932,"Essays, First Series",West,Compensation,,25.143,"“Of all the gods, I only know the keys That ope the solid doors within whose vaults His thunders sleep.”",20
1933,"Essays, First Series",West,Compensation,,26.144,A plain confession of the in-working of the All and of its moral aim.,15
1934,"Essays, First Series",West,Compensation,,26.145,The Indian mythology ends in the same ethics; and it would seem impossible for any fable to be invented and get any currency which was not moral.,27
1935,"Essays, First Series",West,Compensation,,26.146,"Aurora forgot to ask youth for her lover, and though Tithonus is immortal, he is old.",16
1936,"Essays, First Series",West,Compensation,,26.147,Achilles is not quite invulnerable; the sacred waters did not wash the heel by which Thetis held him.,18
1937,"Essays, First Series",West,Compensation,,26.148,"Siegfried, in the Nibelungen, is not quite immortal, for a leaf fell on his back whilst he was bathing in the dragon’s blood, and that spot which it covered is mortal.",32
1938,"Essays, First Series",West,Compensation,,26.149,There is a crack in every thing God has made.,10
1939,"Essays, First Series",West,Compensation,,27.150,"This is that ancient doctrine of Nemesis, who keeps watch in the universe and lets no offence go unchastised.",19
1940,"Essays, First Series",West,Compensation,,27.151,"The Furies they said are attendants on justice, and if the sun in heaven should transgress his path they would punish him.",22
1941,"Essays, First Series",West,Compensation,,27.152,"The poets related that stone walls and iron swords and leathern thongs had an occult sympathy with the wrongs of their owners; that the belt which Ajax gave Hector dragged the Trojan hero over the field at the wheels of the car of Achilles, and the sword which Hector gave Ajax was that on whose point Ajax fell.",58
1942,"Essays, First Series",West,Compensation,,27.153,"They recorded that when the Thasians erected a statue to Theagenes, a victor in the games, one of his rivals went to it by night and endeavored to throw it down by repeated blows, until at last he moved it from its pedestal and was crushed to death beneath its fall.",51
1943,"Essays, First Series",West,Compensation,,28.154,This voice of fable has in it somewhat divine.,9
1944,"Essays, First Series",West,Compensation,,28.155,It came from thought above the will of the writer.,10
1945,"Essays, First Series",West,Compensation,,28.156,"Phidias it is not, but the work of man in that early Hellenic world that I would know.",18
1946,"Essays, First Series",West,Compensation,,28.157,"The name and circumstance of Phidias, however convenient for history, embarrass when we come to the highest criticism.",18
1947,"Essays, First Series",West,Compensation,,28.158,"We are to see that which man was tending to do in a given period, and was hindered, or, if you will, modified in doing, by the interfering volitions of Phidias, of Dante, of Shakspeare, the organ whereby man at the moment wrought.",43
1948,"Essays, First Series",West,Compensation,,29.159,"Still more striking is the expression of this fact in the proverbs of all nations, which are always the literature of reason, or the statements of an absolute truth without qualification.",31
1949,"Essays, First Series",West,Compensation,,29.160,"Proverbs, like the sacred books of each nation, are the sanctuary of the intuitions.",14
1950,"Essays, First Series",West,Compensation,,29.161,"That which the droning world, chained to appearances, will not allow the realist to say in his own words, it will suffer him to say in proverbs without contradiction.",29
1951,"Essays, First Series",West,Compensation,,29.162,"And this law of laws, which the pulpit, the senate and the college deny, is hourly preached in all markets and workshops by flights of proverbs, whose teaching is as true and as omnipresent as that of birds and flies.",40
1952,"Essays, First Series",West,Compensation,,30.163,"All things are double, one against another.—Tit for tat; an eye for an eye; a tooth for a tooth; blood for blood; measure for measure; love for love.—Give and it shall be given you.—He that watereth shall be watered himself.—What will you have?",47
1953,"Essays, First Series",West,Compensation,,31.164,"It is thus written, because it is thus in life.",10
1954,"Essays, First Series",West,Compensation,,31.165,Our action is overmastered and characterized above our will by the law of nature.,14
1955,"Essays, First Series",West,Compensation,,31.166,"We aim at a petty end quite aside from the public good, but our act arranges itself by irresistible magnetism in a line with the poles of the world.",29
1956,"Essays, First Series",West,Compensation,,32.167,A man cannot speak but he judges himself.,8
1957,"Essays, First Series",West,Compensation,,32.168,With his will or against his will he draws his portrait to the eye of his companions by every word.,20
1958,"Essays, First Series",West,Compensation,,32.169,Every opinion reacts on him who utters it.,8
1959,"Essays, First Series",West,Compensation,,32.170,"It is a thread-ball thrown at a mark, but the other end remains in the thrower’s bag.",19
1960,"Essays, First Series",West,Compensation,,32.171,"Or rather it is a harpoon hurled at the whale, unwinding, as it flies, a coil of cord in the boat, and, if the harpoon is not good, or not well thrown, it will go nigh to cut the steersman in twain or to sink the boat.",47
1961,"Essays, First Series",West,Compensation,,33.172,You cannot do wrong without suffering wrong.,7
1962,"Essays, First Series",West,Compensation,,33.173,"“No man had ever a point of pride that was not injurious to him,” said Burke.",16
1963,"Essays, First Series",West,Compensation,,33.174,"The exclusive in fashionable life does not see that he excludes himself from enjoyment, in the attempt to appropriate it.",20
1964,"Essays, First Series",West,Compensation,,33.175,"The exclusionist in religion does not see that he shuts the door of heaven on himself, in striving to shut out others.",22
1965,"Essays, First Series",West,Compensation,,33.176,Treat men as pawns and ninepins and you shall suffer as well as they.,14
1966,"Essays, First Series",West,Compensation,,33.177,"If you leave out their heart, you shall lose your own.",11
1967,"Essays, First Series",West,Compensation,,33.178,"The senses would make things of all persons; of women, of children, of the poor.",15
1968,"Essays, First Series",West,Compensation,,33.179,"The vulgar proverb, “I will get it from his purse or get it from his skin,” is sound philosophy.",19
1969,"Essays, First Series",West,Compensation,,34.180,All infractions of love and equity in our social relations are speedily punished.,13
1970,"Essays, First Series",West,Compensation,,34.181,"Whilst I stand in simple relations to my fellow-man, I have no displeasure in meeting him.",17
1971,"Essays, First Series",West,Compensation,,34.182,"We meet as water meets water, or as two currents of air mix, with perfect diffusion and interpenetration of nature.",20
1972,"Essays, First Series",West,Compensation,,35.183,"All the old abuses in society, universal and particular, all unjust accumulations of property and power, are avenged in the same manner.",22
1973,"Essays, First Series",West,Compensation,,35.184,Fear is an instructor of great sagacity and the herald of all revolutions.,13
1974,"Essays, First Series",West,Compensation,,35.185,"One thing he teaches, that there is rottenness where he appears.",11
1975,"Essays, First Series",West,Compensation,,35.186,"He is a carrion crow, and though you see not well what he hovers for, there is death somewhere.",19
1976,"Essays, First Series",West,Compensation,,35.187,"Our property is timid, our laws are timid, our cultivated classes are timid.",13
1977,"Essays, First Series",West,Compensation,,35.188,Fear for ages has boded and mowed and gibbered over government and property.,13
1978,"Essays, First Series",West,Compensation,,35.189,That obscene bird is not there for nothing.,8
1979,"Essays, First Series",West,Compensation,,35.190,He indicates great wrongs which must be revised.,8
1980,"Essays, First Series",West,Compensation,,36.191,Of the like nature is that expectation of change which instantly follows the suspension of our voluntary activity.,18
1981,"Essays, First Series",West,Compensation,,36.192,"The terror of cloudless noon, the emerald of Polycrates, the awe of prosperity, the instinct which leads every generous soul to impose on itself tasks of a noble asceticism and vicarious virtue, are the tremblings of the balance of justice through the heart and mind of man.",47
1982,"Essays, First Series",West,Compensation,,37.193,"Experienced men of the world know very well that it is best to pay scot and lot as they go along, and that a man often pays dear for a small frugality.",32
1983,"Essays, First Series",West,Compensation,,37.194,The borrower runs in his own debt.,7
1984,"Essays, First Series",West,Compensation,,37.195,Has a man gained any thing who has received a hundred favors and rendered none?,15
1985,"Essays, First Series",West,Compensation,,37.196,"Has he gained by borrowing, through indolence or cunning, his neighbor’s wares, or horses, or money?",17
1986,"Essays, First Series",West,Compensation,,37.197,"There arises on the deed the instant acknowledgment of benefit on the one part and of debt on the other; that is, of superiority and inferiority.",26
1987,"Essays, First Series",West,Compensation,,37.198,The transaction remains in the memory of himself and his neighbor; and every new transaction alters according to its nature their relation to each other.,25
1988,"Essays, First Series",West,Compensation,,37.199,"He may soon come to see that he had better have broken his own bones than to have ridden in his neighbor’s coach, and that “the highest price he can pay for a thing is to ask for it.”",40
1989,"Essays, First Series",West,Compensation,,38.200,"A wise man will extend this lesson to all parts of life, and know that it is the part of prudence to face every claimant and pay every just demand on your time, your talents, or your heart.",38
1990,"Essays, First Series",West,Compensation,,38.201,Always pay; for first or last you must pay your entire debt.,12
1991,"Essays, First Series",West,Compensation,,38.202,"Persons and events may stand for a time between you and justice, but it is only a postponement.",18
1992,"Essays, First Series",West,Compensation,,38.203,You must pay at last your own debt.,8
1993,"Essays, First Series",West,Compensation,,38.204,If you are wise you will dread a prosperity which only loads you with more.,15
1994,"Essays, First Series",West,Compensation,,38.205,Benefit is the end of nature.,6
1995,"Essays, First Series",West,Compensation,,38.206,"But for every benefit which you receive, a tax is levied.",11
1996,"Essays, First Series",West,Compensation,,38.207,He is great who confers the most benefits.,8
1997,"Essays, First Series",West,Compensation,,38.208,"He is base,—and that is the one base thing in the universe,—to receive favors and render none.",19
1998,"Essays, First Series",West,Compensation,,38.209,"In the order of nature we cannot render benefits to those from whom we receive them, or only seldom.",19
1999,"Essays, First Series",West,Compensation,,38.210,"But the benefit we receive must be rendered again, line for line, deed for deed, cent for cent, to somebody.",20
2000,"Essays, First Series",West,Compensation,,38.211,Beware of too much good staying in your hand.,9
2001,"Essays, First Series",West,Compensation,,38.212,It will fast corrupt and worm worms.,7
2002,"Essays, First Series",West,Compensation,,38.213,Pay it away quickly in some sort.,7
2003,"Essays, First Series",West,Compensation,,39.214,Labor is watched over by the same pitiless laws.,9
2004,"Essays, First Series",West,Compensation,,39.215,"Cheapest, say the prudent, is the dearest labor.",8
2005,"Essays, First Series",West,Compensation,,39.216,"What we buy in a broom, a mat, a wagon, a knife, is some application of good sense to a common want.",22
2006,"Essays, First Series",West,Compensation,,39.217,"It is best to pay in your land a skilful gardener, or to buy good sense applied to gardening; in your sailor, good sense applied to navigation; in the house, good sense applied to cooking, sewing, serving; in your agent, good sense applied to accounts and affairs.",47
2007,"Essays, First Series",West,Compensation,,39.218,"So do you multiply your presence, or spread yourself throughout your estate.",12
2008,"Essays, First Series",West,Compensation,,39.219,"But because of the dual constitution of things, in labor as in life there can be no cheating.",18
2009,"Essays, First Series",West,Compensation,,39.220,"For the real price of labor is knowledge and virtue, whereof wealth and credit are signs.",16
2010,"Essays, First Series",West,Compensation,,39.221,"These signs, like paper money, may be counterfeited or stolen, but that which they represent, namely, knowledge and virtue, cannot be counterfeited or stolen.",24
2011,"Essays, First Series",West,Compensation,,39.222,"These ends of labor cannot be answered but by real exertions of the mind, and in obedience to pure motives.",20
2012,"Essays, First Series",West,Compensation,,39.223,"The cheat, the defaulter, the gambler, cannot extort the knowledge of material and moral nature which his honest care and pains yield to the operative.",25
2013,"Essays, First Series",West,Compensation,,39.224,"The law of nature is, Do the thing, and you shall have the Power; but they who do not the thing have not the power.",25
2014,"Essays, First Series",West,Compensation,,40.225,"Human labor, through all its forms, from the sharpening of a stake to the construction of a city or an epic, is one immense illustration of the perfect compensation of the universe.",32
2015,"Essays, First Series",West,Compensation,,41.226,The league between virtue and nature engages all things to assume a hostile front to vice.,16
2016,"Essays, First Series",West,Compensation,,41.227,The beautiful laws and substances of the world persecute and whip the traitor.,13
2017,"Essays, First Series",West,Compensation,,41.228,"He finds that things are arranged for truth and benefit, but there is no den in the wide world to hide a rogue.",23
2018,"Essays, First Series",West,Compensation,,41.229,"Commit a crime, and the earth is made of glass.",10
2019,"Essays, First Series",West,Compensation,,41.230,"Commit a crime, and it seems as if a coat of snow fell on the ground, such as reveals in the woods the track of every partridge and fox and squirrel and mole.",33
2020,"Essays, First Series",West,Compensation,,41.231,"You cannot recall the spoken word, you cannot wipe out the foot-track, you cannot draw up the ladder, so as to leave no inlet or clew.",27
2021,"Essays, First Series",West,Compensation,,41.232,"The laws and substances of nature,—water, snow, wind, gravitation,—become penalties to the thief.",15
2022,"Essays, First Series",West,Compensation,,42.233,On the other hand the law holds with equal sureness for all right action.,14
2023,"Essays, First Series",West,Compensation,,42.234,"Love, and you shall be loved.",6
2024,"Essays, First Series",West,Compensation,,42.235,"All love is mathematically just, as much as the two sides of an algebraic equation.",15
2025,"Essays, First Series",West,Compensation,,42.236,"The good man has absolute good, which like fire turns every thing to its own nature, so that you cannot do him any harm; but as the royal armies sent against Napoleon, when he approached cast down their colors and from enemies became friends, so disasters of all kinds, as sickness, offence, poverty, prove benefactors:—",55
2026,"Essays, First Series",West,Compensation,,43.237,"“Winds blow and waters roll Strength to the brave, and power and deity, Yet in themselves are nothing.”",18
2027,"Essays, First Series",West,Compensation,,44.238,The good are befriended even by weakness and defect.,9
2028,"Essays, First Series",West,Compensation,,44.239,"As no man had ever a point of pride that was not injurious to him, so no man had ever a defect that was not somewhere made useful to him.",30
2029,"Essays, First Series",West,Compensation,,44.240,"The stag in the fable admired his horns and blamed his feet, but when the hunter came, his feet saved him, and afterwards, caught in the thicket, his horns destroyed him.",31
2030,"Essays, First Series",West,Compensation,,44.241,Every man in his lifetime needs to thank his faults.,10
2031,"Essays, First Series",West,Compensation,,44.242,"As no man thoroughly understands a truth until he has contended against it, so no man has a thorough acquaintance with the hindrances or talents of men until he has suffered from the one and seen the triumph of the other over his own want of the same.",48
2032,"Essays, First Series",West,Compensation,,44.243,Has he a defect of temper that unfits him to live in society?,13
2033,"Essays, First Series",West,Compensation,,44.244,"Thereby he is driven to entertain himself alone and acquire habits of self-help; and thus, like the wounded oyster, he mends his shell with pearl.",26
2034,"Essays, First Series",West,Compensation,,45.245,Our strength grows out of our weakness.,7
2035,"Essays, First Series",West,Compensation,,45.246,The indignation which arms itself with secret forces does not awaken until we are pricked and stung and sorely assailed.,20
2036,"Essays, First Series",West,Compensation,,45.247,A great man is always willing to be little.,9
2037,"Essays, First Series",West,Compensation,,45.248,"Whilst he sits on the cushion of advantages, he goes to sleep.",12
2038,"Essays, First Series",West,Compensation,,45.249,"When he is pushed, tormented, defeated, he has a chance to learn something; he has been put on his wits, on his manhood; he has gained facts; learns his ignorance; is cured of the insanity of conceit; has got moderation and real skill.",43
2039,"Essays, First Series",West,Compensation,,45.250,The wise man throws himself on the side of his assailants.,11
2040,"Essays, First Series",West,Compensation,,45.251,It is more his interest than it is theirs to find his weak point.,14
2041,"Essays, First Series",West,Compensation,,45.252,"The wound cicatrizes and falls off from him like a dead skin and when they would triumph, lo!",18
2042,"Essays, First Series",West,Compensation,,45.253,I hate to be defended in a newspaper.,8
2043,"Essays, First Series",West,Compensation,,45.254,"As long as all that is said is said against me, I feel a certain assurance of success.",18
2044,"Essays, First Series",West,Compensation,,45.255,But as soon as honeyed words of praise are spoken for me I feel as one that lies unprotected before his enemies.,22
2045,"Essays, First Series",West,Compensation,,45.256,"In general, every evil to which we do not succumb is a benefactor.",13
2046,"Essays, First Series",West,Compensation,,45.257,"As the Sandwich Islander believes that the strength and valor of the enemy he kills passes into himself, so we gain the strength of the temptation we resist.",28
2047,"Essays, First Series",West,Compensation,,46.258,"The same guards which protect us from disaster, defect, and enmity, defend us, if we will, from selfishness and fraud.",20
2048,"Essays, First Series",West,Compensation,,46.259,"Bolts and bars are not the best of our institutions, nor is shrewdness in trade a mark of wisdom.",19
2049,"Essays, First Series",West,Compensation,,46.260,Men suffer all their life long under the foolish superstition that they can be cheated.,15
2050,"Essays, First Series",West,Compensation,,46.261,"But it is as impossible for a man to be cheated by any one but himself, as for a thing to be and not to be at the same time.",30
2051,"Essays, First Series",West,Compensation,,46.262,There is a third silent party to all our bargains.,10
2052,"Essays, First Series",West,Compensation,,46.263,"The nature and soul of things takes on itself the guaranty of the fulfilment of every contract, so that honest service cannot come to loss.",25
2053,"Essays, First Series",West,Compensation,,46.264,"If you serve an ungrateful master, serve him the more.",10
2054,"Essays, First Series",West,Compensation,,46.265,"The longer The payment is withholden, the better for you; for compound interest on compound interest is the rate and usage of this exchequer.",24
2055,"Essays, First Series",West,Compensation,,47.266,"The history of persecution is a history of endeavors to cheat nature, to make water run up hill, to twist a rope of sand.",24
2056,"Essays, First Series",West,Compensation,,47.267,"It makes no difference whether the actors be many or one, a tyrant or a mob.",16
2057,"Essays, First Series",West,Compensation,,47.268,A mob is a society of bodies voluntarily bereaving themselves of reason and traversing its work.,16
2058,"Essays, First Series",West,Compensation,,47.269,The mob is man voluntarily descending to the nature of the beast.,12
2059,"Essays, First Series",West,Compensation,,47.270,Its fit hour of activity is night.,7
2060,"Essays, First Series",West,Compensation,,47.271,Its actions are insane like its whole constitution.,8
2061,"Essays, First Series",West,Compensation,,47.272,"It persecutes a principle; it would whip a right; it would tar and feather justice, by inflicting fire and outrage upon the houses and persons of those who have these.",30
2062,"Essays, First Series",West,Compensation,,47.273,"It resembles the prank of boys, who run with fire-engines to put out the ruddy aurora streaming to the stars.",21
2063,"Essays, First Series",West,Compensation,,47.274,The inviolate spirit turns their spite against the wrongdoers.,9
2064,"Essays, First Series",West,Compensation,,47.275,"Every lash inflicted is a tongue of fame; every prison, a more illustrious abode; every burned book or house enlightens the world; every suppressed or expunged word reverberates through the earth from side to side.",35
2065,"Essays, First Series",West,Compensation,,47.276,"Hours of sanity and consideration are always arriving to communities, as to individuals, when the truth is seen and the martyrs are justified.",23
2066,"Essays, First Series",West,Compensation,,48.277,Thus do all things preach the indifferency of circumstances.,9
2067,"Essays, First Series",West,Compensation,,48.278,"Every thing has two sides, a good and an evil.",10
2068,"Essays, First Series",West,Compensation,,48.279,But the doctrine of compensation is not the doctrine of indifferency.,11
2069,"Essays, First Series",West,Compensation,,48.280,"The thoughtless say, on hearing these representations,—What boots it to do well?",13
2070,"Essays, First Series",West,Compensation,,48.281,there is one event to good and evil; if I gain any good I must pay for it; if I lose any good I gain some other; all actions are indifferent.,31
2071,"Essays, First Series",West,Compensation,,49.282,"There is a deeper fact in the soul than compensation, to wit, its own nature.",15
2072,"Essays, First Series",West,Compensation,,49.283,"The soul is not a compensation, but a life.",9
2073,"Essays, First Series",West,Compensation,,49.284,"Under all this running sea of circumstance, whose waters ebb and flow with perfect balance, lies the aboriginal abyss of real Being.",22
2074,"Essays, First Series",West,Compensation,,49.285,"Essence, or God, is not a relation or a part, but the whole.",13
2075,"Essays, First Series",West,Compensation,,49.286,"Being is the vast affirmative, excluding negation, self-balanced, and swallowing up all relations, parts and times within itself.",19
2076,"Essays, First Series",West,Compensation,,49.287,"Nature, truth, virtue, are the influx from thence.",8
2077,"Essays, First Series",West,Compensation,,49.288,Vice is the absence or departure of the same.,9
2078,"Essays, First Series",West,Compensation,,49.289,"Nothing, Falsehood, may indeed stand as the great Night or shade on which as a background the living universe paints itself forth, but no fact is begotten by it; it cannot work, for it is not.",36
2079,"Essays, First Series",West,Compensation,,49.290,It cannot work any good; it cannot work any harm.,10
2080,"Essays, First Series",West,Compensation,,49.291,It is harm inasmuch as it is worse not to be than to be.,14
2081,"Essays, First Series",West,Compensation,,50.292,"We feel defrauded of the retribution due to evil acts, because the criminal adheres to his vice and contumacy and does not come to a crisis or judgment anywhere in visible nature.",32
2082,"Essays, First Series",West,Compensation,,50.293,There is no stunning confutation of his nonsense before men and angels.,12
2083,"Essays, First Series",West,Compensation,,50.294,Has he therefore outwitted the law?,6
2084,"Essays, First Series",West,Compensation,,50.295,Inasmuch as he carries the malignity and the lie with him he so far deceases from nature.,17
2085,"Essays, First Series",West,Compensation,,50.296,"In some manner there will be a demonstration of the wrong to the understanding also; but, should we not see it, this deadly deduction makes square the eternal account.",29
2086,"Essays, First Series",West,Compensation,,51.297,"Neither can it be said, on the other hand, that the gain of rectitude must be bought by any loss.",20
2087,"Essays, First Series",West,Compensation,,51.298,There is no penalty to virtue; no penalty to wisdom; they are proper additions of being.,16
2088,"Essays, First Series",West,Compensation,,51.299,In a virtuous action I properly _am;_ in a virtuous act I add to the world; I plant into deserts conquered from Chaos and Nothing and see the darkness receding on the limits of the horizon.,36
2089,"Essays, First Series",West,Compensation,,51.300,"There can be no excess to love, none to knowledge, none to beauty, when these attributes are considered in the purest sense.",22
2090,"Essays, First Series",West,Compensation,,51.301,"The soul refuses limits, and always affirms an Optimism, never a Pessimism.",12
2091,"Essays, First Series",West,Compensation,,52.302,"His life is a progress, and not a station.",9
2092,"Essays, First Series",West,Compensation,,52.303,"Our instinct uses “more” and “less” in application to man, of the _presence of the soul_, and not of its absence, the brave man is greater than the coward; the true, the benevolent, the wise, is more a man and not less, than the fool and knave.",47
2093,"Essays, First Series",West,Compensation,,52.304,"There is no tax on the good of virtue, for that is the incoming of God himself, or absolute existence, without any comparative.",23
2094,"Essays, First Series",West,Compensation,,52.305,"Material good has its tax, and if it came without desert or sweat, has no root in me, and the next wind will blow it away.",26
2095,"Essays, First Series",West,Compensation,,52.306,"But all the good of nature is the soul’s, and may be had if paid for in nature’s lawful coin, that is, by labor which the heart and the head allow.",33
2096,"Essays, First Series",West,Compensation,,52.307,"I no longer wish to meet a good I do not earn, for example to find a pot of buried gold, knowing that it brings with it new burdens.",29
2097,"Essays, First Series",West,Compensation,,52.308,"I do not wish more external goods,—neither possessions, nor honors, nor powers, nor persons.",15
2098,"Essays, First Series",West,Compensation,,52.309,The gain is apparent; the tax is certain.,8
2099,"Essays, First Series",West,Compensation,,52.310,But there is no tax on the knowledge that the compensation exists and that it is not desirable to dig up treasure.,22
2100,"Essays, First Series",West,Compensation,,52.311,Herein I rejoice with a serene eternal peace.,8
2101,"Essays, First Series",West,Compensation,,52.312,I contract the boundaries of possible mischief.,7
2102,"Essays, First Series",West,Compensation,,52.313,"I learn the wisdom of St. Bernard,—“Nothing can work me damage except myself; the harm that I sustain I carry about with me, and never am a real sufferer but by my own fault.”",35
2103,"Essays, First Series",West,Compensation,,53.314,In the nature of the soul is the compensation for the inequalities of condition.,14
2104,"Essays, First Series",West,Compensation,,53.315,The radical tragedy of nature seems to be the distinction of More and Less.,14
2105,"Essays, First Series",West,Compensation,,53.316,How can Less not feel the pain; how not feel indignation or malevolence towards More?,15
2106,"Essays, First Series",West,Compensation,,53.317,"Look at those who have less faculty, and one feels sad and knows not well what to make of it.",20
2107,"Essays, First Series",West,Compensation,,53.318,He almost shuns their eye; he fears they will upbraid God.,11
2108,"Essays, First Series",West,Compensation,,53.319,But see the facts nearly and these mountainous inequalities vanish.,10
2109,"Essays, First Series",West,Compensation,,53.320,Love reduces them as the sun melts the iceberg in the sea.,12
2110,"Essays, First Series",West,Compensation,,53.321,"The heart and soul of all men being one, this bitterness of _His_ and _Mine_ ceases.",16
2111,"Essays, First Series",West,Compensation,,53.322,I am my brother and my brother is me.,9
2112,"Essays, First Series",West,Compensation,,53.323,"If I feel overshadowed and outdone by great neighbors, I can yet love; I can still receive; and he that loveth maketh his own the grandeur he loves.",28
2113,"Essays, First Series",West,Compensation,,53.324,"Thereby I make the discovery that my brother is my guardian, acting for me with the friendliest designs, and the estate I so admired and envied is my own.",29
2114,"Essays, First Series",West,Compensation,,53.325,It is the nature of the soul to appropriate all things.,11
2115,"Essays, First Series",West,Compensation,,53.326,"Jesus and Shakspeare are fragments of the soul, and by love I conquer and incorporate them in my own conscious domain.",21
2116,"Essays, First Series",West,Compensation,,53.327,"His virtue,—is not that mine?",6
2117,"Essays, First Series",West,Compensation,,53.328,"His wit,—if it cannot be made mine, it is not wit.",12
2118,"Essays, First Series",West,Compensation,,54.329,Such also is the natural history of calamity.,8
2119,"Essays, First Series",West,Compensation,,54.330,The changes which break up at short intervals the prosperity of men are advertisements of a nature whose law is growth.,21
2120,"Essays, First Series",West,Compensation,,54.331,"Every soul is by this intrinsic necessity quitting its whole system of things, its friends and home and laws and faith, as the shell-fish crawls out of its beautiful but stony case, because it no longer admits of its growth, and slowly forms a new house.",47
2121,"Essays, First Series",West,Compensation,,54.332,"Then there can be enlargement, and the man of to-day scarcely recognizes the man of yesterday.",17
2122,"Essays, First Series",West,Compensation,,54.333,"And such should be the outward biography of man in time, a putting off of dead circumstances day by day, as he renews his raiment day by day.",28
2123,"Essays, First Series",West,Compensation,,54.334,"But to us, in our lapsed estate, resting, not advancing, resisting, not cooperating with the divine expansion, this growth comes by shocks.",22
2124,"Essays, First Series",West,Compensation,,55.335,We cannot part with our friends.,6
2125,"Essays, First Series",West,Compensation,,55.336,We cannot let our angels go.,6
2126,"Essays, First Series",West,Compensation,,55.337,We do not see that they only go out that archangels may come in.,14
2127,"Essays, First Series",West,Compensation,,55.338,We are idolaters of the old.,6
2128,"Essays, First Series",West,Compensation,,55.339,"We do not believe in the riches of the soul, in its proper eternity and omnipresence.",16
2129,"Essays, First Series",West,Compensation,,55.340,We do not believe there is any force in to-day to rival or recreate that beautiful yesterday.,18
2130,"Essays, First Series",West,Compensation,,55.341,"We linger in the ruins of the old tent where once we had bread and shelter and organs, nor believe that the spirit can feed, cover, and nerve us again.",30
2131,"Essays, First Series",West,Compensation,,55.342,"We cannot again find aught so dear, so sweet, so graceful.",11
2132,"Essays, First Series",West,Compensation,,55.343,But we sit and weep in vain.,7
2133,"Essays, First Series",West,Compensation,,55.344,"The voice of the Almighty saith, ‘Up and onward for evermore!’ We cannot stay amid the ruins.",17
2134,"Essays, First Series",West,Compensation,,55.345,"Neither will we rely on the new; and so we walk ever with reverted eyes, like those monsters who look backwards.",21
2135,"Essays, First Series",West,Compensation,,56.346,"And yet the compensations of calamity are made apparent to the understanding also, after long intervals of time.",18
2136,"Essays, First Series",West,Compensation,,56.347,"A fever, a mutilation, a cruel disappointment, a loss of wealth, a loss of friends, seems at the moment unpaid loss, and unpayable.",23
2137,"Essays, First Series",West,Compensation,,56.348,But the sure years reveal the deep remedial force that underlies all facts.,13
2138,"Essays, First Series",West,Spiritual Laws,,2.0,"When the act of reflection takes place in the mind, when we look at ourselves in the light of thought, we discover that our life is embosomed in beauty.",29
2139,"Essays, First Series",West,Spiritual Laws,,2.1,"Behind us, as we go, all things assume pleasing forms, as clouds do far off.",15
2140,"Essays, First Series",West,Spiritual Laws,,2.2,"Not only things familiar and stale, but even the tragic and terrible are comely as they take their place in the pictures of memory.",24
2141,"Essays, First Series",West,Spiritual Laws,,2.3,"The river-bank, the weed at the water-side, the old house, the foolish person, however neglected in the passing, have a grace in the past.",26
2142,"Essays, First Series",West,Spiritual Laws,,2.4,Even the corpse that has lain in the chambers has added a solemn ornament to the house.,17
2143,"Essays, First Series",West,Spiritual Laws,,2.5,The soul will not know either deformity or pain.,9
2144,"Essays, First Series",West,Spiritual Laws,,2.6,"If in the hours of clear reason we should speak the severest truth, we should say that we had never made a sacrifice.",23
2145,"Essays, First Series",West,Spiritual Laws,,2.7,In these hours the mind seems so great that nothing can be taken from us that seems much.,18
2146,"Essays, First Series",West,Spiritual Laws,,2.8,"All loss, all pain, is particular; the universe remains to the heart unhurt.",13
2147,"Essays, First Series",West,Spiritual Laws,,2.9,Neither vexations nor calamities abate our trust.,7
2148,"Essays, First Series",West,Spiritual Laws,,2.10,No man ever stated his griefs as lightly as he might.,11
2149,"Essays, First Series",West,Spiritual Laws,,2.11,Allow for exaggeration in the most patient and sorely ridden hack that ever was driven.,15
2150,"Essays, First Series",West,Spiritual Laws,,2.12,For it is only the finite that has wrought and suffered; the infinite lies stretched in smiling repose.,18
2151,"Essays, First Series",West,Spiritual Laws,,3.13,The intellectual life may be kept clean and healthful if man will live the life of nature and not import into his mind difficulties which are none of his.,29
2152,"Essays, First Series",West,Spiritual Laws,,3.14,No man need be perplexed in his speculations.,8
2153,"Essays, First Series",West,Spiritual Laws,,3.15,"Let him do and say what strictly belongs to him, and though very ignorant of books, his nature shall not yield him any intellectual obstructions and doubts.",27
2154,"Essays, First Series",West,Spiritual Laws,,3.16,"Our young people are diseased with the theological problems of original sin, origin of evil, predestination and the like.",19
2155,"Essays, First Series",West,Spiritual Laws,,3.17,"These never presented a practical difficulty to any man,—never darkened across any man’s road who did not go out of his way to seek them.",27
2156,"Essays, First Series",West,Spiritual Laws,,3.18,"These are the soul’s mumps and measles and whooping-coughs, and those who have not caught them cannot describe their health or prescribe the cure.",26
2157,"Essays, First Series",West,Spiritual Laws,,3.19,A simple mind will not know these enemies.,8
2158,"Essays, First Series",West,Spiritual Laws,,3.20,It is quite another thing that he should be able to give account of his faith and expound to another the theory of his self-union and freedom.,28
